,Series6_A549-ACE2_Mock_1,Series6_A549-ACE2_Mock_2,Series6_A549-ACE2_Mock_3,Series6_A549-ACE2_SARS-CoV-2_1,Series6_A549-ACE2_SARS-CoV-2_2,Series6_A549-ACE2_SARS-CoV-2_3,Series16_A549-ACE2_Mock_1,Series16_A549-ACE2_Mock_2,Series16_A549-ACE2_Mock_3,Series16_A549-ACE2_SARS-CoV-2_1,Series16_A549-ACE2_SARS-CoV-2_2,Series16_A549-ACE2_SARS-CoV-2_3
RAB21,926,69,565,311,85,77,132,569,473,291,305,325
TBC1D15,344,40,200,140,41,38,58,284,199,345,345,445
MRS2P2,0,0,0,0,0,0,0,0,0,1,0,2
TPH2,0,0,0,1,0,0,0,1,0,0,4,0
TRHDE-AS1,1,0,0,2,0,2,0,2,0,0,0,0
TRHDE,0,0,0,0,0,0,0,0,0,2,3,0
LOC100507377,3,1,3,2,0,0,1,10,6,5,4,3
ATXN7L3B,2837,225,1642,846,223,187,299,1471,1246,913,949,963
KCNC2,1,0,0,0,0,2,0,0,1,0,0,0
CAPS2,16,6,15,5,5,1,2,12,9,15,17,8
GLIPR1L1,0,0,0,0,0,0,1,2,1,1,1,0
GLIPR1L2,1,0,0,0,0,0,1,3,2,0,0,5
GLIPR1,1924,210,1224,234,69,87,88,375,375,217,218,206
KRR1,1216,115,627,473,128,115,97,463,375,256,304,289
PHLDA1,929,106,739,416,111,73,136,698,607,840,837,872
NAP1L1,11107,1090,6341,2431,717,633,1784,9036,7218,2226,2502,2769
BBS10,283,26,206,79,26,25,55,244,191,98,85,84
OSBPL8,599,68,367,147,44,48,103,584,372,126,131,136
ZDHHC17,373,60,235,123,41,43,74,331,275,169,169,207
CSRP2,120,16,82,26,17,8,59,357,305,63,66,69
E2F7,483,67,276,178,39,53,50,347,221,119,133,128
NAV3,499,40,331,104,37,19,70,357,263,304,293,298
SYT1,1032,93,650,263,66,71,187,736,682,172,153,155
MIR1252,0,0,0,0,0,0,0,0,0,0,0,0
MIR5692B,0,0,0,0,0,0,0,0,0,1,0,0
PAWR,784,82,524,199,65,45,74,363,264,174,182,177
PPP1R12A,1392,126,819,367,119,98,194,839,708,395,409,448
OTOGL,0,1,3,0,0,0,0,0,1,1,1,0
PTPRQ,12,4,13,5,2,3,1,8,10,1,0,1
MYF6,0,0,0,0,0,0,0,0,0,0,0,0
MYF5,0,0,0,0,0,0,0,0,0,0,0,0
LIN7A,417,43,275,92,25,24,11,35,33,12,8,7
MIR617,0,0,0,0,0,0,0,0,0,0,0,0
MIR618,0,0,0,0,0,0,0,0,0,0,0,0
ACSS3,0,0,0,0,0,0,0,0,0,0,0,0
MIR4699,0,0,0,0,0,0,0,0,0,0,0,0
PPFIA2,0,0,1,1,0,0,0,0,0,0,1,1
CCDC59,483,54,295,259,40,48,75,366,280,303,360,395
METTL25,58,4,37,30,4,8,4,24,21,10,7,5
TMTC2,574,56,355,110,37,36,74,301,286,77,88,95
SLC6A15,85,6,67,61,17,15,7,32,40,37,34,30
TSPAN19,1,0,2,3,0,0,0,4,1,0,0,3
LRRIQ1,19,1,7,8,0,1,3,18,16,10,9,10
ALX1,118,16,83,19,7,8,19,77,64,27,25,18
RASSF9,321,25,162,191,49,45,23,68,49,48,50,55
NTS,5312,522,3147,1609,491,454,34,109,116,37,21,32
MGAT4C,2,0,1,0,0,0,0,0,0,0,0,0
MIR548AL,0,0,0,0,0,0,0,0,0,0,0,0
MKRN9P,0,0,0,1,1,1,0,0,2,0,1,0
C12orf50,0,0,1,1,0,0,0,1,1,19,21,26
C12orf29,295,41,184,132,28,17,39,220,154,90,86,112
CEP290,553,49,267,156,38,31,83,409,262,173,170,176
TMTC3,1194,117,682,218,85,69,153,861,611,121,103,127
KITLG,1819,236,1259,494,140,149,258,1351,1095,123,139,140
DUSP6,257,24,179,148,27,35,31,151,119,113,141,152
POC1B,522,51,283,146,36,35,72,398,285,46,59,60
POC1B-GALNT4,0,0,0,0,0,0,0,0,0,0,0,0
GALNT4,41,2,23,11,3,1,4,9,8,0,0,3
ATP2B1,4622,438,2674,788,214,218,668,2853,2326,679,626,649
LINC00615,0,0,0,0,0,0,0,1,0,0,0,0
CCER1,0,0,0,0,0,0,0,0,0,0,0,0
EPYC,0,0,0,0,0,0,0,0,0,0,0,0
KERA,0,0,0,0,0,0,0,0,0,0,0,0
LUM,59,4,60,5,0,2,2,6,1,3,7,2
DCN,1,0,0,0,0,0,3,0,0,0,0,0
BTG1,1335,157,954,716,199,222,305,1462,1272,2543,3214,3962
CLLU1OS,1,0,1,0,0,0,0,2,0,1,2,2
CLLU1,0,0,0,0,0,0,1,0,1,0,0,0
C12orf74,0,0,0,0,0,0,0,0,0,0,1,0
PLEKHG7,1,0,1,0,0,0,0,0,0,2,0,0
EEA1,816,101,451,232,66,67,106,513,414,322,327,370
LOC643339,3,0,2,1,1,0,0,2,1,1,1,0
NUDT4,8,2,15,3,2,1,2,17,14,4,10,8
UBE2N,1154,115,801,399,90,104,188,811,743,328,437,429
MRPL42,928,88,558,173,48,39,123,526,472,95,106,115
SOCS2-AS1,28,1,24,19,4,2,2,13,8,11,15,5
SOCS2,302,32,228,157,41,24,36,116,133,147,163,140
CRADD,148,15,96,36,6,5,17,64,63,10,15,17
PLXNC1,83,6,64,23,10,9,7,33,22,3,7,3
MIR5700,0,0,0,0,0,0,0,0,0,0,0,0
TMCC3,20,3,17,4,2,0,3,19,17,15,11,11
MIR492,0,0,0,0,0,0,0,0,0,0,0,0
KRT19P2,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA12,1102,92,708,225,57,54,147,642,519,138,116,143
NR2C1,667,52,361,177,47,39,72,323,240,106,134,116
FGD6,2706,241,1695,814,244,215,258,1226,1045,1012,977,1081
VEZT,3351,336,2036,818,218,241,472,1989,1683,635,755,718
MIR331,0,1,1,7,0,0,0,11,5,11,10,8
MIR3685,0,0,3,16,4,2,2,10,12,35,42,37
METAP2,2754,239,1512,578,154,198,360,1978,1563,516,595,561
USP44,5,0,6,7,0,1,1,7,7,4,6,0
PGAM1P5,0,0,2,1,0,0,0,6,6,0,1,0
NTN4,2695,289,1829,477,134,134,212,1114,1055,187,158,151
SNRPF,1153,83,821,260,65,69,197,878,719,239,284,312
CCDC38,1,0,0,2,0,0,1,3,0,2,3,3
AMDHD1,130,9,70,35,12,6,12,70,35,9,12,12
HAL,6,2,11,2,2,0,1,4,1,2,5,1
LTA4H,2241,194,1352,415,115,101,314,1512,1186,270,258,258
ELK3,456,56,342,75,24,23,47,249,205,62,77,68
CDK17,561,53,323,225,55,73,81,378,290,273,319,316
NEDD1,217,24,141,48,16,11,48,266,205,105,96,109
RMST,0,0,0,0,0,0,0,0,0,0,0,0
MIR1251,0,0,0,0,0,0,0,0,0,0,0,0
MIR135A2,0,0,0,0,0,0,0,0,0,0,0,0
MIR4303,0,0,0,0,0,0,0,0,0,0,0,0
SLC9A7P1,0,0,0,0,0,1,0,0,0,0,0,0
TMPO-AS1,35,1,29,6,4,6,6,27,15,14,12,12
TMPO,1192,129,743,277,74,89,174,818,673,163,171,157
SLC25A3,9326,920,6411,1966,658,643,1115,5641,4708,1236,1380,1257
SNORA53,8,1,1,8,8,0,0,2,1,3,2,3
IKBIP,2991,315,1691,684,201,193,384,2191,1670,313,342,369
APAF1,855,74,433,385,100,84,87,484,313,268,274,318
ANKS1B,5,1,5,0,0,0,1,9,8,5,4,9
FAM71C,0,0,0,0,0,0,0,0,0,0,0,0
UHRF1BP1L,462,30,254,116,42,40,63,362,208,169,184,212
GOLGA2P5,29,2,15,6,2,2,3,33,21,8,7,10
MIR1827,0,0,0,0,0,0,0,0,0,0,0,0
ACTR6,273,21,182,87,15,19,76,320,290,100,109,107
DEPDC4,7,1,7,0,1,0,4,8,6,3,2,1
SCYL2,1089,80,640,353,100,113,174,848,623,451,534,510
SLC17A8,5,0,3,6,1,3,0,3,0,16,24,21
NR1H4,83,9,44,27,7,8,13,41,36,6,3,5
GAS2L3,49,9,15,16,4,0,8,26,17,46,38,44
ANO4,15,0,7,1,0,0,1,5,2,3,3,4
SLC5A8,0,0,0,0,0,0,0,0,0,0,0,0
UTP20,758,68,416,218,74,46,82,445,298,199,218,200
ARL1,1711,156,977,381,89,97,174,912,756,270,266,268
SPIC,0,0,0,0,0,0,0,0,0,0,0,0
MYBPC1,12,0,5,3,0,0,0,0,0,1,1,0
CHPT1,941,89,639,186,48,63,104,549,478,118,132,126
SYCP3,2,0,0,0,0,0,1,2,2,1,1,1
GNPTAB,696,58,433,109,45,31,118,532,415,74,108,86
DRAM1,980,111,664,376,131,73,168,878,739,430,479,507
NUP37,289,36,184,58,11,8,26,195,148,64,49,50
PARPBP,110,13,67,23,6,10,12,90,63,8,21,9
PMCH,0,0,0,0,0,0,0,0,0,0,0,0
IGF1,0,0,0,0,0,0,0,1,1,0,0,0
LINC00485,1,0,0,0,0,0,0,0,0,0,0,0
PAH,1,0,0,0,0,1,0,1,0,0,0,0
ASCL1,0,0,1,0,0,0,0,2,1,0,0,0
C12orf42,4,0,2,0,0,0,0,1,1,0,0,0
STAB2,0,0,0,0,0,0,1,4,2,0,0,3
NT5DC3,296,29,201,47,9,12,36,163,128,46,45,55
HSP90B1,19351,1498,10353,2679,665,751,3208,14642,11747,2135,2139,2166
MIR3652,0,0,0,0,0,0,0,0,0,0,0,0
C12orf73,291,35,210,143,32,24,35,155,112,62,60,76
TDG,1418,132,839,319,110,81,155,768,656,285,251,291
GLT8D2,0,0,1,0,0,0,1,4,3,2,1,1
HCFC2,127,6,62,105,29,20,22,116,83,144,154,140
NFYB,473,38,252,175,31,44,82,340,321,260,283,276
TXNRD1,25564,2366,16105,3280,1073,1036,3057,15154,11806,1598,2005,1794
EID3,143,10,72,55,7,10,18,127,98,52,48,66
CHST11,1006,96,707,229,84,52,118,618,453,344,322,336
MIR3922,0,0,0,0,0,0,0,0,0,0,0,0
SLC41A2,516,64,322,139,33,40,73,340,318,176,181,198
C12orf45,420,43,286,89,24,28,41,208,166,88,99,116
ALDH1L2,142,14,95,5,3,0,17,211,124,28,27,17
APPL2,982,99,705,195,45,55,139,616,501,151,175,125
C12orf75,1462,122,1017,302,107,94,302,1121,1002,260,284,316
NUAK1,881,69,523,256,55,49,101,465,371,252,260,245
CKAP4,1614,140,1170,348,134,111,350,1437,1111,493,446,402
TCP11L2,52,5,28,12,3,4,18,79,50,49,67,55
POLR3B,314,25,213,79,19,20,34,188,132,29,36,33
LOC100287944,5,0,6,0,2,0,0,0,0,0,0,0
RFX4,0,0,0,0,0,0,1,3,1,0,1,3
LOC100505978,1,0,3,4,2,1,0,2,1,0,0,0
RIC8B,1094,105,661,330,69,79,86,456,326,161,169,157
CRY1,360,42,235,203,46,35,41,206,167,270,296,325
BTBD11,5442,550,3730,926,294,292,353,1655,1426,321,358,363
PWP1,1659,143,956,306,76,75,193,1027,805,203,175,179
PRDM4,617,62,418,210,52,55,95,488,339,382,410,416
ASCL4,0,0,0,0,0,0,0,0,0,0,0,0
LOC728739,1,0,0,0,0,0,0,0,0,0,0,0
WSCD2,0,0,1,0,0,0,0,1,1,1,0,0
CMKLR1,1,0,0,1,1,0,0,9,1,6,4,3
FICD,41,3,17,14,1,2,5,35,33,23,43,21
SART3,1798,142,1120,434,102,112,167,855,710,445,459,467
ISCU,4647,437,3115,1129,384,263,318,1418,1158,441,500,522
TMEM119,2,0,1,0,0,0,1,2,0,1,0,0
SELPLG,20,2,13,12,0,6,3,21,13,26,16,17
CORO1C,6204,589,3729,738,219,202,674,3180,2670,607,713,651
SSH1,1121,99,725,231,71,48,131,575,471,194,206,187
DAO,0,0,1,0,0,0,0,1,0,0,0,0
SVOP,0,0,0,0,0,0,0,0,0,0,0,0
USP30-AS1,0,0,0,0,0,0,1,0,0,1,3,3
USP30,256,23,175,50,25,18,26,156,106,80,85,105
ALKBH2,258,22,215,85,21,15,40,149,151,37,37,43
UNG,517,36,377,90,30,28,82,408,317,60,64,52
ACACB,243,23,159,55,10,9,44,186,157,71,69,83
FOXN4,1,0,0,0,0,0,0,0,0,1,0,1
MYO1H,0,0,0,0,0,0,2,6,5,2,4,2
KCTD10,1948,182,1242,488,126,106,193,908,773,345,416,423
UBE3B,1167,79,735,217,47,50,126,689,470,175,166,191
MMAB,743,74,437,106,34,24,48,243,216,32,34,32
MVK,515,42,345,80,19,13,26,127,131,17,36,18
FAM222A,110,10,81,38,11,8,7,43,21,16,29,18
FAM222A-AS1,0,0,5,0,0,0,0,0,0,2,0,0
TRPV4,0,0,0,0,0,0,0,1,3,0,0,0
MIR4497,0,0,0,0,0,0,0,0,0,0,0,0
GLTP,648,63,439,124,35,44,73,311,278,90,89,97
TCHP,254,27,157,40,14,20,33,163,105,44,31,37
GIT2,1062,78,696,189,57,40,89,380,299,113,99,85
ANKRD13A,290,20,189,85,26,18,43,272,234,91,99,87
C12orf76,702,71,485,122,53,47,39,211,193,40,56,63
IFT81,1593,156,878,480,138,136,141,627,522,311,317,336
ATP2A2,16652,1553,11150,3719,1176,1085,2069,10231,8140,2685,2644,2468
ANAPC7,2111,168,1412,410,118,123,174,969,758,282,273,247
ARPC3,5653,436,3159,803,245,251,856,3768,3335,760,792,743
GPN3,280,25,190,70,15,6,53,225,175,43,76,65
FAM216A,398,35,267,85,20,17,60,307,230,44,53,42
VPS29,1144,106,692,138,57,53,146,705,566,144,119,108
RAD9B,12,0,4,2,0,0,2,11,3,1,3,3
PPTC7,561,55,354,327,101,88,56,309,211,400,477,603
TCTN1,374,38,283,53,10,14,95,433,344,44,38,48
HVCN1,9,2,0,0,0,0,0,5,1,5,1,2
PPP1CC,2506,250,1623,747,199,179,385,1704,1298,711,820,851
CCDC63,2,0,2,0,0,0,0,2,0,0,1,0
MYL2,1,0,0,3,0,0,0,0,1,0,0,0
CUX2,3,0,1,0,0,2,0,4,1,1,1,0
SH2B3,103,7,53,29,3,10,23,109,96,74,68,93
ATXN2,757,70,596,257,81,46,108,501,340,304,289,275
BRAP,616,74,385,145,42,34,86,418,285,136,172,180
ACAD10,571,48,375,64,26,11,35,188,177,49,40,33
ALDH2,2714,230,1927,386,140,101,421,1890,1501,272,192,183
MAPKAPK5-AS1,324,20,247,100,19,14,39,158,120,63,60,65
MAPKAPK5,883,89,562,173,68,46,85,490,354,145,175,158
ADAM1A,56,4,22,22,4,3,9,44,26,16,14,13
TMEM116,140,4,82,20,12,1,15,78,66,19,19,18
ERP29,1580,146,995,259,63,63,208,973,829,196,187,154
NAA25,1572,179,1046,237,70,70,182,861,659,240,271,266
TRAFD1,1358,108,842,122,43,25,114,492,464,316,303,258
HECTD4,1063,107,689,241,57,54,111,551,401,185,188,169
RPL6,23620,1698,12574,2864,929,1035,2328,11154,9183,1904,2015,1966
PTPN11,4420,381,2361,641,189,188,600,2534,1909,486,527,578
RPH3A,24,3,20,9,1,0,2,2,2,1,0,2
OAS1,451,52,296,72,19,25,74,386,346,1439,1315,1054
OAS3,733,78,512,142,53,36,194,1147,711,2075,1935,1581
OAS2,1,0,5,2,1,0,2,23,5,415,375,249
DTX1,2,0,5,1,0,0,1,1,2,3,0,6
RASAL1,16,1,6,1,4,0,1,6,3,4,3,0
DDX54,2174,224,1677,463,115,91,135,616,445,96,108,104
IQCD,54,4,27,2,1,0,2,14,18,3,4,4
TPCN1,3797,352,2623,408,118,104,266,1172,1022,163,164,152
PLBD2,1166,103,742,117,56,43,115,553,457,59,55,43
SDS,3,0,7,0,0,0,0,0,0,2,1,1
SDSL,454,43,358,86,21,20,26,155,125,19,21,20
LHX5,0,0,0,0,0,0,0,0,0,0,0,0
RBM19,1348,109,793,237,89,54,104,408,294,170,179,183
TBX5,0,0,0,0,0,0,0,0,0,0,0,0
TBX5-AS1,0,0,0,0,0,0,0,0,0,0,0,0
TBX3,745,65,468,175,77,33,81,346,322,258,255,298
MED13L,1887,172,1153,663,180,139,261,1126,833,465,456,427
MIR620,0,0,0,0,0,0,0,0,0,0,0,0
MIR4472-2,0,0,0,0,0,0,0,0,0,0,0,0
LINC00173,58,5,30,1,3,8,3,15,16,3,2,1
MAP1LC3B2,2,1,4,2,2,0,0,7,4,9,7,6
C12orf49,426,40,350,103,37,29,65,272,251,72,96,70
RNFT2,54,6,12,15,3,1,6,18,11,6,7,5
HRK,0,0,2,2,1,0,0,4,1,2,1,3
FBXW8,336,36,240,85,17,25,42,205,166,70,75,80
TESC,671,49,421,141,42,38,79,285,268,117,99,119
FBXO21,780,61,526,131,47,51,133,567,492,163,175,187
NOS1,3,1,2,4,1,0,10,45,41,23,27,26
KSR2,72,1,58,26,6,9,7,12,16,11,11,15
RFC5,250,19,171,49,8,12,62,358,231,43,38,40
WSB2,1667,172,1079,352,71,74,181,916,743,334,337,324
VSIG10,340,23,217,53,20,18,38,241,187,62,77,69
PEBP1,3834,323,2719,506,149,141,462,2216,1858,201,228,210
TAOK3,555,37,331,82,27,31,73,289,237,110,99,120
SUDS3,1692,160,813,312,90,70,152,630,496,334,335,321
SRRM4,2,0,0,0,0,0,0,1,1,0,0,0
HSPB8,782,66,570,119,36,29,90,395,348,166,162,182
CCDC60,0,0,0,0,0,0,0,0,0,0,0,0
TMEM233,0,0,0,0,0,0,0,3,2,0,1,0
PRKAB1,1261,110,984,447,143,121,149,815,611,296,323,286
CIT,81,8,50,15,3,3,20,71,56,14,10,8
MIR1178,0,0,0,0,0,0,0,0,0,0,0,0
RAB35,1517,151,1043,331,64,82,197,914,715,285,286,279
MIR4498,0,0,0,0,0,0,0,0,0,0,0,0
RPLP0,45019,4169,33591,7936,2454,2354,5746,28555,24028,4668,5180,5163
PXN-AS1,70,6,50,16,1,2,1,6,8,2,4,4
PXN,2643,239,1861,359,96,95,162,749,660,196,228,193
SIRT4,34,6,24,19,4,5,8,8,11,5,10,16
PLA2G1B,0,0,3,0,0,0,0,0,0,0,0,0
MSI1,4,1,4,10,2,2,2,9,5,3,2,4
COX6A1,4022,416,3545,473,200,159,340,1888,1466,179,201,181
TRIAP1,3788,304,2472,1274,374,329,379,1975,1585,1063,1208,1169
GATC,2234,207,1560,403,123,105,225,1097,766,281,289,290
SRSF9,2208,167,1432,430,143,117,177,780,550,211,230,225
DYNLL1,5792,516,3902,1107,372,286,777,3739,2867,1090,1310,1296
COQ5,590,44,423,105,31,34,72,331,264,88,84,67
RNF10,1375,116,973,374,93,114,201,1167,912,491,554,518
POP5,403,33,303,81,22,20,44,213,184,38,49,37
CABP1,0,0,3,0,1,0,0,0,2,3,0,2
MLEC,8270,635,4640,1075,335,322,953,4550,3579,593,617,513
UNC119B,1216,108,722,226,79,72,151,751,512,142,163,169
MIR4700,0,0,0,0,0,0,0,0,0,0,0,0
ACADS,235,21,208,46,15,20,17,171,124,18,22,29
SPPL3,749,55,518,185,58,41,86,502,377,201,185,173
HNF1A-AS1,45,4,31,19,2,3,4,29,22,4,7,6
HNF1A,349,33,252,72,25,22,16,124,85,39,28,23
C12orf43,434,38,286,90,23,28,49,220,167,47,44,49
OASL,0,0,0,4,0,1,3,11,7,876,756,545
P2RX7,0,0,0,0,0,0,0,0,0,1,0,0
P2RX4,366,31,307,77,31,12,64,317,229,66,75,90
CAMKK2,580,57,386,113,20,15,70,415,281,105,114,103
ANAPC5,2334,233,1744,361,114,73,247,1394,1007,126,138,132
RNF34,676,63,445,147,20,26,82,343,298,111,103,90
KDM2B,344,23,231,103,21,34,49,246,196,73,92,83
ORAI1,414,49,364,81,30,21,35,145,113,20,24,26
MORN3,3,0,0,0,0,0,0,2,1,0,0,0
TMEM120B,648,65,468,101,42,21,61,256,255,59,57,61
RHOF,1977,217,1679,403,120,79,6,31,23,9,9,10
SETD1B,531,49,331,190,66,50,37,171,118,91,85,82
HPD,28,2,21,3,1,0,0,15,5,0,2,4
PSMD9,1007,90,697,171,56,36,95,454,373,81,88,65
WDR66,24,2,34,13,1,2,3,20,28,17,18,15
BCL7A,422,32,281,204,46,33,37,207,173,220,194,247
MLXIP,971,100,654,174,48,29,94,576,427,107,127,116
LRRC43,6,0,0,0,1,0,0,2,1,1,2,5
IL31,0,0,0,2,0,0,0,0,1,4,7,1
B3GNT4,4,0,2,0,0,0,0,12,13,9,12,11
DIABLO,1203,125,796,262,82,63,186,698,562,249,336,352
VPS33A,1184,98,738,168,49,39,111,608,461,75,72,69
CLIP1,4224,420,2483,703,198,243,335,1442,1137,329,312,353
ZCCHC8,645,62,353,254,79,73,91,417,357,279,285,268
RSRC2,986,89,546,960,206,195,222,941,689,2240,2730,3009
KNTC1,321,26,177,66,18,20,66,496,338,142,144,131
HCAR2,21,1,21,1,0,1,3,18,20,9,13,7
HCAR3,27,4,24,0,2,0,3,8,14,10,11,10
HCAR1,1,0,0,1,1,0,1,0,0,1,0,0
DENR,2031,163,1133,310,117,110,266,1084,894,360,397,389
CCDC62,25,1,8,4,0,0,1,0,4,5,3,2
HIP1R,898,76,618,192,46,39,64,286,240,130,117,148
VPS37B,720,75,524,266,87,64,72,347,275,355,412,430
ABCB9,120,12,111,16,9,2,15,80,61,9,10,11
OGFOD2,451,46,332,80,32,22,34,177,120,25,28,37
ARL6IP4,2353,192,1403,530,143,149,236,1074,880,232,265,262
PITPNM2,423,38,352,107,30,37,46,238,185,93,75,83
MIR4304,0,0,0,0,0,0,0,0,0,0,0,0
MPHOSPH9,328,27,181,84,16,14,53,208,163,59,68,73
C12orf65,226,16,146,58,18,7,28,102,118,68,69,82
CDK2AP1,1194,109,778,280,86,69,177,814,773,145,162,148
SBNO1,2845,246,1679,878,233,200,274,1409,1058,628,749,712
RILPL2,50,4,47,24,11,2,17,54,49,17,19,21
SNRNP35,229,19,130,64,13,13,11,100,83,35,42,35
RILPL1,296,31,262,102,20,30,34,110,107,75,83,88
MIR3908,0,0,0,0,0,0,0,0,0,0,0,0
TMED2,4626,397,2818,750,231,205,857,3744,2954,500,503,472
DDX55,816,61,499,160,40,38,115,533,384,172,185,181
EIF2B1,1287,109,754,219,45,63,141,761,567,171,170,207
GTF2H3,843,79,443,156,51,56,81,515,449,158,189,213
TCTN2,106,15,79,17,2,3,28,106,94,34,26,21
ATP6V0A2,354,23,181,75,17,11,51,289,190,47,63,47
DNAH10,10,0,5,0,0,0,8,42,27,8,9,9
CCDC92,329,35,272,65,22,18,49,255,221,67,55,77
ZNF664,3091,298,1617,800,221,219,414,2176,1508,630,663,675
NCOR2,1878,174,1256,443,191,143,175,990,690,286,348,355
SCARB1,5766,637,4475,1037,360,282,949,4270,3554,809,803,743
UBC,17633,1425,11044,5028,1342,1245,4970,25847,21927,13521,16825,18981
MIR5188,0,0,0,2,0,0,0,1,0,0,1,0
DHX37,1204,124,788,269,78,56,105,502,402,140,111,106
BRI3BP,141,8,118,29,14,13,22,118,83,18,20,21
AACS,1026,109,703,142,45,42,150,722,530,141,138,142
TMEM132B,4,0,7,3,0,0,3,13,6,0,2,3
LINC00507,0,0,0,0,0,0,0,0,0,0,0,0
TMEM132C,0,0,0,0,0,0,0,0,0,0,0,0
MIR3612,0,0,0,0,0,0,0,0,0,0,0,0
SLC15A4,484,52,331,94,24,24,49,296,302,92,129,108
GLT1D1,0,0,0,0,0,0,0,0,0,0,0,1
TMEM132D,0,0,0,0,0,0,0,0,0,0,0,0
FZD10,0,0,0,0,0,0,0,0,0,0,0,0
PIWIL1,0,0,0,0,0,0,0,2,0,0,0,1
RIMBP2,2,0,2,0,0,0,0,2,0,0,0,2
STX2,448,43,233,86,21,16,60,380,328,125,121,101
RAN,10116,826,6633,1856,552,506,1320,6163,5227,1435,1545,1651
SFSWAP,1321,116,831,487,127,104,109,492,391,425,440,491
MMP17,32,2,33,20,4,1,5,38,19,13,12,5
ULK1,1677,186,1169,316,102,68,84,497,375,160,218,232
PUS1,793,86,573,167,60,52,39,308,236,100,98,113
EP400,1415,129,841,262,77,66,139,665,485,194,189,182
SNORA49,2,0,1,10,0,0,0,1,0,0,1,0
DDX51,699,66,552,155,47,35,73,303,260,83,83,100
NOC4L,599,67,477,77,26,12,35,182,158,23,29,38
GALNT9,34,0,40,10,1,8,5,12,15,4,1,5
LOC100130238,35,5,16,2,2,0,0,8,8,2,1,6
FBRSL1,443,44,355,101,47,38,29,151,124,61,60,94
LRCOL1,0,0,0,0,0,0,0,0,0,0,0,0
P2RX2,1,0,0,0,0,0,0,0,0,0,0,0
POLE,502,45,309,123,21,30,117,620,373,117,123,83
PXMP2,97,13,50,10,5,7,14,123,75,10,16,12
PGAM5,1197,143,1003,255,54,65,168,828,671,184,235,194
ANKLE2,1467,132,1036,399,104,124,196,1119,922,897,1024,1088
GOLGA3,2365,245,1468,576,177,124,225,1263,944,586,599,660
CHFR,568,57,373,118,26,30,74,412,317,131,149,122
ZNF605,224,22,143,52,21,17,23,144,96,27,28,28
ZNF26,14,0,4,9,0,4,1,7,7,12,14,27
ZNF84,69,7,36,21,7,0,7,45,29,15,16,14
ZNF140,181,19,98,79,20,20,31,160,103,101,58,46
ZNF10,16,0,11,7,5,2,11,24,18,18,15,10
ZNF268,329,24,169,102,38,37,47,274,147,75,75,58
ANHX,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD20A9P,0,0,1,0,0,0,0,3,0,0,0,0
LINC00442,0,0,0,0,0,0,0,0,0,0,0,0
TUBA3C,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD26P3,0,0,0,0,0,0,0,0,0,0,0,0
LINC00421,0,0,0,0,0,0,0,0,0,0,0,0
TPTE2,5,0,0,6,1,0,1,2,3,4,2,5
MPHOSPH8,488,37,312,70,24,30,106,392,299,129,149,165
PSPC1,568,57,378,149,46,49,86,336,300,171,157,123
ZMYM5,237,16,103,91,16,28,45,176,135,179,150,179
ZMYM2,1226,107,746,345,89,88,224,1027,824,548,533,615
GJA3,12,0,10,2,0,1,0,4,10,0,3,0
GJB2,11,2,6,9,0,1,5,45,41,24,25,26
GJB6,0,0,0,0,0,0,2,3,1,0,0,0
CRYL1,71,3,38,11,8,2,21,102,63,7,16,10
MIR4499,0,0,0,0,0,0,0,0,0,0,0,0
IFT88,203,25,139,55,16,23,28,200,113,47,41,39
IL17D,7,0,2,0,0,0,2,6,6,2,0,1
XPO4,748,76,448,179,49,42,86,360,266,85,114,116
LATS2,581,69,415,151,50,49,69,288,223,120,104,123
SAP18,1336,115,976,379,95,87,279,1017,807,284,382,332
SKA3,12,1,11,11,1,2,7,39,25,6,6,3
MIPEPP3,22,2,12,19,5,3,1,10,2,5,4,8
ZDHHC20,647,84,476,209,51,38,120,662,502,175,231,211
FGF9,1,0,0,0,0,0,0,1,1,0,0,1
LINC00424,0,0,0,0,0,0,0,0,0,0,0,0
BASP1P1,0,0,0,0,0,0,0,0,0,0,0,0
SGCG,0,0,0,0,0,0,2,0,0,2,0,0
SACS,584,55,348,99,34,19,114,626,476,276,241,276
LINC00327,0,0,0,0,0,0,0,0,0,1,0,0
TNFRSF19,17,5,17,0,0,0,7,48,30,10,7,4
MIPEP,560,55,373,63,16,16,82,277,239,30,39,29
C1QTNF9B,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD20A19P,0,0,0,1,0,0,0,5,8,3,0,0
SPATA13,347,25,173,78,22,14,43,231,156,72,59,58
MIR2276,0,0,0,0,0,0,0,0,0,0,0,0
SPATA13-AS1,0,0,0,0,0,0,0,0,0,0,0,0
C1QTNF9,0,0,0,0,0,0,0,0,0,1,0,0
PARP4,2839,233,1600,290,86,70,318,1528,1145,398,333,319
TPTE2P6,10,0,4,4,0,2,0,0,1,0,0,1
ATP12A,1,0,0,0,0,0,0,0,0,0,0,0
RNF17,0,0,0,0,0,0,0,0,0,0,0,0
CENPJ,184,11,76,37,9,14,41,150,103,78,79,77
TPTE2P1,14,1,9,2,1,1,3,12,5,2,0,1
PABPC3,25,0,6,2,0,0,4,32,21,5,6,6
